# (n,g)     reaction
# E_in [eV]   sigma[barns]
1.537340e+02  2.690478e-01
1.537480e+02  2.777699e-01
1.537620e+02  2.869321e-01
1.537760e+02  2.965647e-01
1.537900e+02  3.067004e-01
1.538040e+02  3.173749e-01
1.538180e+02  3.286269e-01
1.538320e+02  3.404990e-01
1.538428e+02  3.501483e-01
1.538537e+02  3.602205e-01
1.538645e+02  3.707408e-01
1.538753e+02  3.817361e-01
1.538862e+02  3.932355e-01
1.538970e+02  4.052703e-01
1.539079e+02  4.178742e-01
1.539187e+02  4.310837e-01
1.539295e+02  4.449383e-01
1.539404e+02  4.594805e-01
1.539512e+02  4.747568e-01
1.539620e+02  4.908173e-01
1.539729e+02  5.077167e-01
1.539837e+02  5.255144e-01
1.539945e+02  5.442754e-01
1.540054e+02  5.640701e-01
1.540138e+02  5.801525e-01
1.540222e+02  5.969396e-01
1.540306e+02  6.144733e-01
1.540389e+02  6.327981e-01
1.540473e+02  6.519629e-01
1.540557e+02  6.720197e-01
1.540641e+02  6.930245e-01
1.540725e+02  7.150379e-01
1.540809e+02  7.381260e-01
1.540893e+02  7.623596e-01
1.540977e+02  7.878158e-01
1.541060e+02  8.145779e-01
1.541144e+02  8.427374e-01
1.541228e+02  8.723930e-01
1.541312e+02  9.036525e-01
1.541396e+02  9.366334e-01
1.541461e+02  9.634391e-01
1.541526e+02  9.914188e-01
1.541591e+02  1.020643e+00
1.541656e+02  1.051185e+00
1.541721e+02  1.083127e+00
1.541786e+02  1.116555e+00
1.541851e+02  1.151563e+00
1.541916e+02  1.188251e+00
1.541981e+02  1.226730e+00
1.542046e+02  1.267117e+00
1.542111e+02  1.309541e+00
1.542176e+02  1.354140e+00
1.542241e+02  1.401068e+00
1.542306e+02  1.450486e+00
1.542370e+02  1.502577e+00
1.542435e+02  1.557535e+00
1.542486e+02  1.602179e+00
1.542536e+02  1.648777e+00
1.542586e+02  1.697444e+00
1.542637e+02  1.748304e+00
1.542687e+02  1.801492e+00
1.542737e+02  1.857152e+00
1.542787e+02  1.915439e+00
1.542838e+02  1.976520e+00
1.542888e+02  2.040579e+00
1.542938e+02  2.107810e+00
1.542989e+02  2.178428e+00
1.543039e+02  2.252661e+00
1.543089e+02  2.330763e+00
1.543139e+02  2.413007e+00
1.543190e+02  2.499690e+00
1.543240e+02  2.591136e+00
1.543279e+02  2.665452e+00
1.543318e+02  2.743016e+00
1.543357e+02  2.824019e+00
1.543396e+02  2.908669e+00
1.543435e+02  2.997188e+00
1.543474e+02  3.089815e+00
1.543513e+02  3.186807e+00
1.543552e+02  3.288443e+00
1.543590e+02  3.395028e+00
1.543629e+02  3.506880e+00
1.543668e+02  3.624357e+00
1.543707e+02  3.747840e+00
1.543746e+02  3.877746e+00
1.543785e+02  4.014528e+00
1.543824e+02  4.158678e+00
1.543863e+02  4.310736e+00
1.543892e+02  4.430291e+00
1.543921e+02  4.554885e+00
1.543951e+02  4.684815e+00
1.543980e+02  4.820378e+00
1.544009e+02  4.961915e+00
1.544038e+02  5.109771e+00
1.544067e+02  5.264333e+00
1.544097e+02  5.426012e+00
1.544126e+02  5.595256e+00
1.544155e+02  5.772533e+00
1.544184e+02  5.958369e+00
1.544213e+02  6.153312e+00
1.544243e+02  6.357978e+00
1.544272e+02  6.573008e+00
1.544301e+02  6.799122e+00
1.544330e+02  7.037091e+00
1.544358e+02  7.273704e+00
1.544385e+02  7.522436e+00
1.544413e+02  7.784127e+00
1.544441e+02  8.059690e+00
1.544468e+02  8.350121e+00
1.544496e+02  8.656506e+00
1.544523e+02  8.980031e+00
1.544551e+02  9.321997e+00
1.544579e+02  9.683825e+00
1.544606e+02  1.006708e+01
1.544634e+02  1.047348e+01
1.544661e+02  1.090493e+01
1.544689e+02  1.136351e+01
1.544717e+02  1.185153e+01
1.544744e+02  1.237158e+01
1.544772e+02  1.292649e+01
1.544799e+02  1.351944e+01
1.544827e+02  1.415397e+01
1.544855e+02  1.483404e+01
1.544882e+02  1.556410e+01
1.544910e+02  1.634913e+01
1.544937e+02  1.719477e+01
1.544965e+02  1.810738e+01
1.544979e+02  1.859101e+01
1.544993e+02  1.909417e+01
1.545006e+02  1.961791e+01
1.545020e+02  2.016335e+01
1.545034e+02  2.073172e+01
1.545048e+02  2.132429e+01
1.545062e+02  2.194246e+01
1.545075e+02  2.258771e+01
1.545089e+02  2.326164e+01
1.545103e+02  2.396594e+01
1.545117e+02  2.470247e+01
1.545131e+02  2.547319e+01
1.545149e+02  2.652979e+01
1.545166e+02  2.765291e+01
1.545178e+02  2.837955e+01
1.545189e+02  2.913493e+01
1.545200e+02  2.992059e+01
1.545211e+02  3.073813e+01
1.545222e+02  3.158929e+01
1.545233e+02  3.247592e+01
1.545244e+02  3.339999e+01
1.545255e+02  3.436362e+01
1.545266e+02  3.536907e+01
1.545277e+02  3.641876e+01
1.545288e+02  3.751529e+01
1.545299e+02  3.866145e+01
1.545310e+02  3.986025e+01
1.545321e+02  4.111490e+01
1.545332e+02  4.242887e+01
1.545343e+02  4.380592e+01
1.545354e+02  4.525007e+01
1.545365e+02  4.676569e+01
1.545376e+02  4.835748e+01
1.545387e+02  5.003054e+01
1.545398e+02  5.179040e+01
1.545409e+02  5.364305e+01
1.545420e+02  5.559499e+01
1.545431e+02  5.765329e+01
1.545442e+02  5.982566e+01
1.545454e+02  6.212049e+01
1.545465e+02  6.454693e+01
1.545476e+02  6.711498e+01
1.545487e+02  6.983559e+01
1.545498e+02  7.272075e+01
1.545509e+02  7.578361e+01
1.545520e+02  7.903864e+01
1.545531e+02  8.250172e+01
1.545542e+02  8.619037e+01
1.545547e+02  8.812524e+01
1.545553e+02  9.012391e+01
1.545558e+02  9.218909e+01
1.545564e+02  9.432368e+01
1.545569e+02  9.653069e+01
1.545575e+02  9.881331e+01
1.545580e+02  1.011749e+02
1.545583e+02  1.023864e+02
1.545586e+02  1.036190e+02
1.545592e+02  1.061493e+02
1.545597e+02  1.087697e+02
1.545603e+02  1.114844e+02
1.545608e+02  1.142977e+02
1.545614e+02  1.172143e+02
1.545619e+02  1.202390e+02
1.545625e+02  1.233769e+02
1.545630e+02  1.266334e+02
1.545636e+02  1.300144e+02
1.545641e+02  1.335257e+02
1.545647e+02  1.371739e+02
1.545652e+02  1.409656e+02
1.545658e+02  1.449081e+02
1.545663e+02  1.490088e+02
1.545669e+02  1.532759e+02
1.545674e+02  1.577177e+02
1.545680e+02  1.623432e+02
1.545685e+02  1.671619e+02
1.545691e+02  1.721839e+02
1.545696e+02  1.774197e+02
1.545702e+02  1.828806e+02
1.545707e+02  1.885785e+02
1.545713e+02  1.945259e+02
1.545718e+02  2.007362e+02
1.545724e+02  2.072235e+02
1.545730e+02  2.140026e+02
1.545735e+02  2.210892e+02
1.545741e+02  2.284998e+02
1.545746e+02  2.362520e+02
1.545752e+02  2.443642e+02
1.545757e+02  2.528558e+02
1.545763e+02  2.617470e+02
1.545768e+02  2.710592e+02
1.545774e+02  2.808148e+02
1.545779e+02  2.910370e+02
1.545785e+02  3.017501e+02
1.545790e+02  3.129793e+02
1.545796e+02  3.247506e+02
1.545801e+02  3.370906e+02
1.545807e+02  3.500268e+02
1.545812e+02  3.635868e+02
1.545818e+02  3.777985e+02
1.545823e+02  3.926896e+02
1.545829e+02  4.082873e+02
1.545834e+02  4.246178e+02
1.545840e+02  4.417058e+02
1.545845e+02  4.595737e+02
1.545851e+02  4.782406e+02
1.545856e+02  4.977221e+02
1.545862e+02  5.180280e+02
1.545868e+02  5.391620e+02
1.545873e+02  5.611197e+02
1.545879e+02  5.838871e+02
1.545884e+02  6.074384e+02
1.545890e+02  6.317346e+02
1.545895e+02  6.567207e+02
1.545901e+02  6.823237e+02
1.545906e+02  7.084506e+02
1.545912e+02  7.349857e+02
1.545917e+02  7.617895e+02
1.545923e+02  7.886964e+02
1.545928e+02  8.155143e+02
1.545934e+02  8.420247e+02
1.545939e+02  8.679834e+02
1.545945e+02  8.931231e+02
1.545950e+02  9.171571e+02
1.545956e+02  9.397846e+02
1.545961e+02  9.606976e+02
1.545967e+02  9.795898e+02
1.545972e+02  9.961654e+02
1.545979e+02  1.011748e+03
1.545983e+02  1.021326e+03
1.545987e+02  1.027154e+03
1.545990e+02  1.030680e+03
1.545992e+02  1.032806e+03
1.545994e+02  1.034084e+03
1.545995e+02  1.034851e+03
1.545996e+02  1.035312e+03
1.545997e+02  1.035588e+03
1.545998e+02  1.035754e+03
1.545998e+02  1.035853e+03
1.545999e+02  1.035913e+03
1.545999e+02  1.035948e+03
1.545999e+02  1.035970e+03
1.545999e+02  1.035982e+03
1.546000e+02  1.035990e+03
1.546000e+02  1.035995e+03
1.546000e+02  1.035997e+03
1.546000e+02  1.035999e+03
1.546000e+02  1.036000e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036001e+03
1.546000e+02  1.036000e+03
1.546000e+02  1.036000e+03
1.546000e+02  1.035998e+03
1.546000e+02  1.035997e+03
1.546000e+02  1.035993e+03
1.546000e+02  1.035988e+03
1.546001e+02  1.035979e+03
1.546001e+02  1.035965e+03
1.546001e+02  1.035940e+03
1.546001e+02  1.035899e+03
1.546002e+02  1.035831e+03
1.546002e+02  1.035718e+03
1.546003e+02  1.035530e+03
1.546004e+02  1.035215e+03
1.546005e+02  1.034691e+03
1.546006e+02  1.033818e+03
1.546008e+02  1.032365e+03
1.546011e+02  1.029950e+03
1.546014e+02  1.025948e+03
1.546018e+02  1.019341e+03
1.546023e+02  1.008510e+03
1.546027e+02  9.989572e+02
1.546030e+02  9.881631e+02
1.546036e+02  9.703899e+02
1.546041e+02  9.504462e+02
1.546047e+02  9.286343e+02
1.546052e+02  9.052627e+02
1.546058e+02  8.806365e+02
1.546063e+02  8.550503e+02
1.546069e+02  8.287818e+02
1.546075e+02  8.020869e+02
1.546086e+02  7.483185e+02
1.546097e+02  6.952811e+02
1.546108e+02  6.440970e+02
1.546113e+02  6.194476e+02
1.546119e+02  5.955177e+02
1.546124e+02  5.723542e+02
1.546130e+02  5.499892e+02
1.546135e+02  5.284422e+02
1.546141e+02  5.077224e+02
1.546146e+02  4.878298e+02
1.546152e+02  4.687574e+02
1.546157e+02  4.504925e+02
1.546163e+02  4.330176e+02
1.546168e+02  4.163117e+02
1.546174e+02  4.003512e+02
1.546179e+02  3.851105e+02
1.546185e+02  3.705631e+02
1.546190e+02  3.566812e+02
1.546196e+02  3.434371e+02
1.546201e+02  3.308029e+02
1.546207e+02  3.187511e+02
1.546213e+02  3.072547e+02
1.546218e+02  2.962873e+02
1.546224e+02  2.858232e+02
1.546229e+02  2.758378e+02
1.546235e+02  2.663073e+02
1.546240e+02  2.572089e+02
1.546246e+02  2.485206e+02
1.546251e+02  2.402218e+02
1.546257e+02  2.322924e+02
1.546262e+02  2.247137e+02
1.546268e+02  2.174677e+02
1.546273e+02  2.105374e+02
1.546279e+02  2.039066e+02
1.546284e+02  1.975601e+02
1.546290e+02  1.914834e+02
1.546295e+02  1.856629e+02
1.546301e+02  1.800855e+02
1.546306e+02  1.747390e+02
1.546312e+02  1.696119e+02
1.546317e+02  1.646933e+02
1.546323e+02  1.599728e+02
1.546328e+02  1.554407e+02
1.546334e+02  1.510878e+02
1.546339e+02  1.469053e+02
1.546345e+02  1.428851e+02
1.546351e+02  1.390193e+02
1.546356e+02  1.353006e+02
1.546362e+02  1.317220e+02
1.546373e+02  1.249594e+02
1.546384e+02  1.186829e+02
1.546395e+02  1.128492e+02
1.546406e+02  1.074194e+02
1.546417e+02  1.023584e+02
1.546428e+02  9.763500e+01
1.546439e+02  9.322076e+01
1.546450e+02  8.909022e+01
1.546461e+02  8.522036e+01
1.546472e+02  8.159035e+01
1.546483e+02  7.818136e+01
1.546494e+02  7.497629e+01
1.546505e+02  7.195961e+01
1.546516e+02  6.911722e+01
1.546527e+02  6.643626e+01
1.546538e+02  6.390502e+01
1.546549e+02  6.151280e+01
1.546560e+02  5.924980e+01
1.546571e+02  5.710708e+01
1.546582e+02  5.507643e+01
1.546593e+02  5.315031e+01
1.546604e+02  5.132179e+01
1.546615e+02  4.958450e+01
1.546627e+02  4.793258e+01
1.546638e+02  4.636061e+01
1.546649e+02  4.486359e+01
1.546660e+02  4.343690e+01
1.546671e+02  4.207627e+01
1.546682e+02  4.077774e+01
1.546693e+02  3.953764e+01
1.546704e+02  3.835256e+01
1.546715e+02  3.721933e+01
1.546726e+02  3.613501e+01
1.546737e+02  3.509686e+01
1.546748e+02  3.410232e+01
1.546759e+02  3.314902e+01
1.546770e+02  3.223472e+01
1.546781e+02  3.135735e+01
1.546792e+02  3.051497e+01
1.546803e+02  2.970576e+01
1.546814e+02  2.892802e+01
1.546825e+02  2.818016e+01
1.546836e+02  2.746067e+01
1.546856e+02  2.622443e+01
1.546876e+02  2.506918e+01
1.546890e+02  2.431602e+01
1.546904e+02  2.359605e+01
1.546918e+02  2.290736e+01
1.546931e+02  2.224817e+01
1.546945e+02  2.161684e+01
1.546959e+02  2.101183e+01
1.546973e+02  2.043171e+01
1.546987e+02  1.987513e+01
1.547001e+02  1.934086e+01
1.547014e+02  1.882771e+01
1.547028e+02  1.833461e+01
1.547042e+02  1.786051e+01
1.547070e+02  1.696559e+01
1.547097e+02  1.613596e+01
1.547125e+02  1.536545e+01
1.547152e+02  1.464859e+01
1.547180e+02  1.398055e+01
1.547208e+02  1.335701e+01
1.547235e+02  1.277411e+01
1.547263e+02  1.222842e+01
1.547290e+02  1.171685e+01
1.547318e+02  1.123662e+01
1.547346e+02  1.078522e+01
1.547373e+02  1.036041e+01
1.547401e+02  9.960145e+00
1.547428e+02  9.582573e+00
1.547456e+02  9.226017e+00
1.547483e+02  8.888949e+00
1.547511e+02  8.569980e+00
1.547539e+02  8.267839e+00
1.547566e+02  7.981367e+00
1.547594e+02  7.709500e+00
1.547621e+02  7.451266e+00
1.547649e+02  7.205769e+00
1.547677e+02  6.972188e+00
1.547714e+02  6.671887e+00
1.547752e+02  6.390550e+00
1.547789e+02  6.126616e+00
1.547827e+02  5.878689e+00
1.547865e+02  5.645490e+00
1.547902e+02  5.425882e+00
1.547940e+02  5.218832e+00
1.547977e+02  5.023406e+00
1.548015e+02  4.838743e+00
1.548053e+02  4.664072e+00
1.548090e+02  4.498686e+00
1.548128e+02  4.341943e+00
1.548165e+02  4.193244e+00
1.548203e+02  4.052053e+00
1.548241e+02  3.917874e+00
1.548278e+02  3.790253e+00
1.548320e+02  3.656391e+00
1.548361e+02  3.529497e+00
1.548403e+02  3.409097e+00
1.548444e+02  3.294758e+00
1.548486e+02  3.186075e+00
1.548527e+02  3.082685e+00
1.548569e+02  2.984248e+00
1.548610e+02  2.890458e+00
1.548652e+02  2.801020e+00
1.548693e+02  2.715674e+00
1.548735e+02  2.634172e+00
1.548776e+02  2.556290e+00
1.548818e+02  2.481813e+00
1.548859e+02  2.410547e+00
1.548901e+02  2.342311e+00
1.548942e+02  2.276936e+00
1.548996e+02  2.196497e+00
1.549050e+02  2.120253e+00
1.549103e+02  2.047915e+00
1.549157e+02  1.979224e+00
1.549211e+02  1.913936e+00
1.549264e+02  1.851833e+00
1.549318e+02  1.792709e+00
1.549371e+02  1.736377e+00
1.549425e+02  1.682665e+00
1.549479e+02  1.631413e+00
1.549532e+02  1.582472e+00
1.549586e+02  1.535706e+00
1.549639e+02  1.490988e+00
1.549693e+02  1.448200e+00
1.549747e+02  1.407233e+00
1.549800e+02  1.367985e+00
1.549869e+02  1.319685e+00
1.549939e+02  1.273908e+00
1.550008e+02  1.230479e+00
1.550077e+02  1.189241e+00
1.550146e+02  1.150049e+00
1.550216e+02  1.112770e+00
1.550285e+02  1.077281e+00
1.550354e+02  1.043470e+00
1.550423e+02  1.011233e+00
1.550493e+02  9.804729e-01
1.550562e+02  9.511015e-01
1.550631e+02  9.230367e-01
1.550700e+02  8.962016e-01
1.550770e+02  8.705261e-01
1.550839e+02  8.459436e-01
1.550908e+02  8.223937e-01
1.550998e+02  7.934146e-01
1.551087e+02  7.659492e-01
1.551176e+02  7.398939e-01
1.551266e+02  7.151540e-01
1.551355e+02  6.916422e-01
1.551445e+02  6.692788e-01
1.551534e+02  6.479901e-01
1.551624e+02  6.277084e-01
1.551713e+02  6.083712e-01
1.551802e+02  5.899207e-01
1.551892e+02  5.723037e-01
1.551981e+02  5.554705e-01
1.552071e+02  5.393755e-01
1.552160e+02  5.239762e-01
1.552249e+02  5.092329e-01
1.552339e+02  4.951090e-01
1.552454e+02  4.777271e-01
1.552570e+02  4.612537e-01
1.552685e+02  4.456265e-01
1.552801e+02  4.307887e-01
1.552916e+02  4.166880e-01
1.553032e+02  4.032762e-01
1.553147e+02  3.905094e-01
1.553263e+02  3.783468e-01
1.553378e+02  3.667509e-01
1.553494e+02  3.556870e-01
1.553609e+02  3.451232e-01
1.553725e+02  3.350296e-01
1.553840e+02  3.253789e-01
1.553956e+02  3.161454e-01
1.554071e+02  3.073056e-01
1.554187e+02  2.988373e-01
1.554336e+02  2.884158e-01
1.554485e+02  2.785393e-01
1.554635e+02  2.691704e-01
1.554784e+02  2.602749e-01
1.554933e+02  2.518215e-01
1.555082e+02  2.437813e-01
1.555231e+02  2.361280e-01
1.555381e+02  2.288370e-01
1.555530e+02  2.218858e-01
1.555679e+02  2.152538e-01
1.555828e+02  2.089215e-01
1.555977e+02  2.028714e-01
1.556127e+02  1.970867e-01
1.556276e+02  1.915523e-01
1.556425e+02  1.862539e-01
1.556574e+02  1.811783e-01
1.556767e+02  1.749330e-01
1.556959e+02  1.690145e-01
1.557152e+02  1.634001e-01
1.557345e+02  1.580696e-01
1.557538e+02  1.530041e-01
1.557730e+02  1.481863e-01
1.557923e+02  1.436003e-01
1.558116e+02  1.392315e-01
1.558308e+02  1.350664e-01
1.558501e+02  1.310926e-01
1.558694e+02  1.272984e-01
1.558886e+02  1.236734e-01
1.559079e+02  1.202075e-01
1.559272e+02  1.168915e-01
1.559464e+02  1.137171e-01
1.559657e+02  1.106761e-01
1.559906e+02  1.069345e-01
1.560155e+02  1.033886e-01
1.560404e+02  1.000250e-01
1.560652e+02  9.683160e-02
1.560901e+02  9.379697e-02
1.561150e+02  9.091083e-02
1.561399e+02  8.816362e-02
1.561648e+02  8.554659e-02
1.561897e+02  8.305164e-02
1.562146e+02  8.067132e-02
1.562394e+02  7.839869e-02
1.562643e+02  7.622739e-02
1.562892e+02  7.415146e-02
1.563141e+02  7.216543e-02
1.563390e+02  7.026416e-02
1.563639e+02  6.844292e-02
1.563960e+02  6.620197e-02
1.564281e+02  6.407835e-02
1.564603e+02  6.206404e-02
1.564924e+02  6.015166e-02
1.565246e+02  5.833447e-02
1.565567e+02  5.660625e-02
1.565888e+02  5.496130e-02
1.566210e+02  5.339437e-02
1.566531e+02  5.190060e-02
1.566853e+02  5.047552e-02
1.567174e+02  4.911499e-02
1.567495e+02  4.781517e-02
1.567817e+02  4.657251e-02
1.568138e+02  4.538372e-02
1.568460e+02  4.424573e-02
1.568781e+02  4.315569e-02
1.569196e+02  4.181422e-02
1.569611e+02  4.054310e-02
1.570027e+02  3.933750e-02
1.570442e+02  3.819302e-02
1.570857e+02  3.710559e-02
1.571272e+02  3.607150e-02
1.571687e+02  3.508733e-02
1.572103e+02  3.414992e-02
1.572518e+02  3.325637e-02
1.572933e+02  3.240399e-02
1.573348e+02  3.159030e-02
1.573764e+02  3.081300e-02
1.574179e+02  3.006997e-02
1.574594e+02  2.935922e-02
1.575009e+02  2.867891e-02
1.575424e+02  2.802735e-02
1.576045e+02  2.710428e-02
1.576665e+02  2.623695e-02
1.577285e+02  2.542099e-02
1.577905e+02  2.465244e-02
1.578525e+02  2.392771e-02
1.579145e+02  2.324355e-02
1.579765e+02  2.259702e-02
1.580386e+02  2.198541e-02
1.581290e+02  2.115124e-02
1.582194e+02  2.037933e-02
1.583098e+02  1.966368e-02
1.584002e+02  1.899901e-02
1.584695e+02  1.852154e-02
1.585387e+02  1.806931e-02
1.586080e+02  1.764060e-02
1.586772e+02  1.723381e-02
1.587465e+02  1.684750e-02
1.588157e+02  1.648032e-02
1.588849e+02  1.613106e-02
1.589542e+02  1.579858e-02
1.590927e+02  1.517988e-02
1.592311e+02  1.461679e-02
1.593696e+02  1.410295e-02
1.595081e+02  1.363288e-02
1.595975e+02  1.335036e-02
1.596870e+02  1.308296e-02
1.597764e+02  1.282966e-02
1.598658e+02  1.258951e-02
1.600447e+02  1.214525e-02
1.602235e+02  1.174401e-02
1.604023e+02  1.138060e-02
1.605812e+02  1.105057e-02
1.607600e+02  1.075009e-02
1.609389e+02  1.047590e-02
1.611699e+02  1.015608e-02
1.614009e+02  9.870214e-03
1.616319e+02  9.613928e-03
1.618629e+02  9.383544e-03
1.620940e+02  9.175940e-03
1.623250e+02  8.988455e-03
1.625560e+02  8.818808e-03
1.627870e+02  8.665037e-03
1.630854e+02  8.487185e-03
1.633838e+02  8.329895e-03
1.636822e+02  8.190558e-03
1.639806e+02  8.066971e-03
1.642789e+02  7.957270e-03
1.645773e+02  7.859864e-03
1.648757e+02  7.773392e-03
1.651741e+02  7.696683e-03
1.655595e+02  7.610435e-03
1.659448e+02  7.536940e-03
1.663302e+02  7.474646e-03
1.667156e+02  7.422245e-03
1.671009e+02  7.378629e-03
1.674863e+02  7.342857e-03
1.682570e+02  7.291744e-03
1.690579e+02  7.263048e-03
1.698587e+02  7.254991e-03
1.706596e+02  7.264353e-03
1.714604e+02  7.288699e-03
1.722386e+02  7.324948e-03
1.735242e+02  7.408654e-03
1.748098e+02  7.518551e-03
1.760954e+02  7.651957e-03
1.773810e+02  7.807250e-03
1.784994e+02  7.959472e-03
1.796178e+02  8.127422e-03
1.807362e+02  8.311193e-03
1.818546e+02  8.511119e-03
1.829395e+02  8.721016e-03
1.840244e+02  8.947328e-03
1.854933e+02  9.281495e-03
1.869622e+02  9.650091e-03
1.876966e+02  9.848327e-03
1.884311e+02  1.005649e-02
1.891655e+02  1.027513e-02
1.899000e+02  1.050482e-02
1.912512e+02  1.095854e-02
1.919268e+02  1.120170e-02
1.926024e+02  1.145660e-02
1.934844e+02  1.180824e-02
1.943664e+02  1.218289e-02
1.952484e+02  1.258256e-02
1.961304e+02  1.300952e-02
1.967334e+02  1.331843e-02
1.973364e+02  1.364220e-02
1.979394e+02  1.398183e-02
1.985424e+02  1.433841e-02
1.991454e+02  1.471315e-02
1.997484e+02  1.510738e-02
2.003514e+02  1.552258e-02
2.009544e+02  1.596039e-02
2.016360e+02  1.648487e-02
2.023177e+02  1.704358e-02
2.029994e+02  1.763997e-02
2.036811e+02  1.827800e-02
2.041851e+02  1.877925e-02
2.046892e+02  1.930794e-02
2.054122e+02  2.011914e-02
2.061351e+02  2.100048e-02
2.064966e+02  2.147067e-02
2.068581e+02  2.196258e-02
2.072196e+02  2.247797e-02
2.075811e+02  2.301886e-02
2.081408e+02  2.391218e-02
2.087006e+02  2.488262e-02
2.092603e+02  2.594340e-02
2.095402e+02  2.651285e-02
2.098200e+02  2.711176e-02
2.102535e+02  2.810489e-02
2.106869e+02  2.919043e-02
2.109037e+02  2.977345e-02
2.111204e+02  3.038698e-02
2.113371e+02  3.103437e-02
2.115539e+02  3.171950e-02
2.118894e+02  3.286569e-02
2.120572e+02  3.348340e-02
2.122250e+02  3.413507e-02
2.123927e+02  3.482453e-02
2.125605e+02  3.555621e-02
2.127283e+02  3.633532e-02
2.128960e+02  3.716799e-02
2.130260e+02  3.785422e-02
2.131559e+02  3.858087e-02
2.132858e+02  3.935252e-02
2.134158e+02  4.017444e-02
2.135457e+02  4.105278e-02
2.136756e+02  4.199475e-02
2.138055e+02  4.300881e-02
2.139355e+02  4.410498e-02
2.140360e+02  4.501731e-02
2.141366e+02  4.599241e-02
2.142372e+02  4.703777e-02
2.143377e+02  4.816206e-02
2.144383e+02  4.937542e-02
2.145389e+02  5.068970e-02
2.146394e+02  5.211888e-02
2.147400e+02  5.367949e-02
2.148179e+02  5.499076e-02
2.148958e+02  5.640333e-02
2.149736e+02  5.792964e-02
2.150515e+02  5.958410e-02
2.151294e+02  6.138351e-02
2.152073e+02  6.334760e-02
2.152852e+02  6.549959e-02
2.153630e+02  6.786700e-02
2.154233e+02  6.986858e-02
2.154836e+02  7.203673e-02
2.155439e+02  7.439209e-02
2.156042e+02  7.695867e-02
2.156645e+02  7.976446e-02
2.157248e+02  8.284228e-02
2.157851e+02  8.623083e-02
2.158153e+02  8.805564e-02
2.158454e+02  8.997597e-02
2.158921e+02  9.315485e-02
2.159388e+02  9.660982e-02
2.159855e+02  1.003753e-01
2.160322e+02  1.044913e-01
2.160789e+02  1.090044e-01
2.161022e+02  1.114266e-01
2.161255e+02  1.139693e-01
2.161489e+02  1.166410e-01
2.161722e+02  1.194506e-01
2.161956e+02  1.224082e-01
